Name,ISIN,Distribution Type,Ticker,NAV,As Of,Bid,Price As Of,Share Class Currency,AUM (M),UCITS,Domicile,OCF (%),TER,Asset Class,Sub Asset Class,Region,Location,Share Class,Market,Strategy,Investment Style,Inception Date,Fund Name,Net Assets,Shares Outstanding,ISA Eligibility,Product Methodology,Issuing Company,Benchmark Index,Benchmark Level,SIPP Availability,UK Distributor / Reporting Status,Discrete,,,,,,,,,Annualised,,,,,,,,,,Cumulative,,,,,,,,,,Calendar,,,,,,,,,Portfolio Characteristics,,,,,Characteristics,,,,,,Sustainability Characteristics (MSCI),,,
iShares MSCI EM SRI UCITS ETF USD (Acc),IE00BYVJRP78,Accumulating,SUSM,7.04,23/Oct/2020,-,23/Oct/2020,USD,"1,145.23",Y,Ireland,-,0.25,Equity,Large/Mid Cap,Global,Broad,- ,Emerging,Sustainable,Index,11/Jul/2016,iShares MSCI EM SRI UCITS ETF,"993,852,506.20","141,238,882.00",Yes,Replicated,iShares IV plc,MSCI EM SRI Select Reduced Fossil Fuel Index,"1,350.54",Yes,Yes,iShares MSCI EM SRI UCITS ETF USD (Acc),IE00BYVJRP78,11/Jul/2016,-,17.42,3.09,-0.90,3.31,30/Sep/2020,iShares MSCI EM SRI UCITS ETF USD (Acc),IE00BYVJRP78,11/Jul/2016,3.31,1.18,1.82,-,-,6.32,30/Sep/2020,iShares MSCI EM SRI UCITS ETF USD (Acc),IE00BYVJRP78,11/Jul/2016,-6.79,29.96,5.55,-,-,29.52,30/Sep/2020,iShares MSCI EM SRI UCITS ETF USD (Acc),IE00BYVJRP78,11/Jul/2016,-,-,33.85,-10.35,15.52,31/Dec/2019,iShares MSCI EM SRI UCITS ETF USD (Acc),17.47,1.97,0.00,"53,578.61",-,0.00,0.11,0.00,0.00,-,AA,7.49,139.57,ESG Broad
iShares North America Index Fund (IE) Class D Acc EUR,IE00BD575G75,Accumulating,-,16.81,22/Oct/2020,16.81,22/Oct/2020,EUR,"3,496.53",Y,Ireland,0.08,-,Equity,Large Cap,North America,United States,Class D,Developed,-,Index,28/Jun/2016,iShares North America Index Fund (IE),"176,507,183.29","10,498,917.68",-,-,BlackRock Asset Management Ireland Limited,MSCI Daily Net TR North America EUR,-,-,-,iShares North America Index Fund (IE) Class D Acc EUR,IE00BD575G75,28/Jun/2016,-,11.77,18.39,10.23,7.26,30/Sep/2020,iShares North America Index Fund (IE) Class D Acc EUR,IE00BD575G75,28/Jun/2016,7.26,8.74,11.86,-,-,12.46,30/Sep/2020,iShares North America Index Fund (IE) Class D Acc EUR,IE00BD575G75,28/Jun/2016,1.55,24.34,39.97,-,-,64.82,30/Sep/2020,iShares North America Index Fund (IE) Class D Acc EUR,IE00BD575G75,28/Jun/2016,-,-,6.17,-1.01,33.10,31/Dec/2019,iShares North America Index Fund (IE) Class D Acc EUR,22.23,3.51,0.00,"410,257.96",-,0.00,-,0.00,-,-,A,6.42,164.55,-
iShares Healthcare Innovation UCITS ETF USD (Acc),IE00BYZK4776,Accumulating,HEAL,8.76,23/Oct/2020,-,23/Oct/2020,USD,"1,568.19",Y,Ireland,-,0.40,Equity,All Cap,Global,Broad,- ,Developed,"Sustainable, Thematic",Index,08/Sep/2016,iShares Healthcare Innovation UCITS ETF,"1,568,191,489.85","179,000,000.00",Yes,Optimised,iShares IV plc,STOXX Global Breakthrough Healthcare Index,"3,594.84",Yes,No/Yes,iShares Healthcare Innovation UCITS ETF USD (Acc),IE00BYZK4776,08/Sep/2016,-,10.88,28.50,-20.71,49.56,30/Sep/2020,iShares Healthcare Innovation UCITS ETF USD (Acc),IE00BYZK4776,08/Sep/2016,49.56,8.90,15.07,-,-,13.81,30/Sep/2020,iShares Healthcare Innovation UCITS ETF USD (Acc),IE00BYZK4776,08/Sep/2016,26.84,43.74,52.38,-,-,69.08,30/Sep/2020,iShares Healthcare Innovation UCITS ETF USD (Acc),IE00BYZK4776,08/Sep/2016,-,-,35.03,-2.29,12.69,31/Dec/2019,iShares Healthcare Innovation UCITS ETF USD (Acc),33.17,5.84,0.00,"21,512.28",-,0.00,4.45,0.00,0.00,-,BBB,4.89,27.87,ESG Thematic
iShares Digitalisation UCITS ETF USD (Acc),IE00BYZK4883,Accumulating,DGTL,9.01,23/Oct/2020,-,23/Oct/2020,USD,"1,112.66",Y,Ireland,-,0.40,Equity,All Cap,Global,Broad,- ,Developed,"Sustainable, Thematic",Index,08/Sep/2016,iShares Digitalisation UCITS ETF,"1,112,660,989.68","123,500,000.00",Yes,Optimised,iShares IV plc,STOXX Global Digitalisation Index,"3,223.76",Yes,No/Yes,iShares Digitalisation UCITS ETF USD (Acc),IE00BYZK4883,08/Sep/2016,-,11.96,21.32,-2.28,30.34,30/Sep/2020,iShares Digitalisation UCITS ETF USD (Acc),IE00BYZK4883,08/Sep/2016,30.34,12.85,15.61,-,-,14.50,30/Sep/2020,iShares Digitalisation UCITS ETF USD (Acc),IE00BYZK4883,08/Sep/2016,21.58,56.85,54.51,-,-,73.29,30/Sep/2020,iShares Digitalisation UCITS ETF USD (Acc),IE00BYZK4883,08/Sep/2016,-,-,27.80,-4.42,25.52,31/Dec/2019,iShares Digitalisation UCITS ETF USD (Acc),33.72,5.50,0.00,"95,740.19",-,0.00,-0.21,0.00,0.00,-,BBB,4.94,31.43,ESG Thematic
iShares Ageing Population UCITS ETF USD (Acc),IE00BYZK4669,Accumulating,AGED,6.14,23/Oct/2020,-,23/Oct/2020,USD,285.70,Y,Ireland,-,0.40,Equity,All Cap,Global,Broad,- ,Developed,"Sustainable, Thematic",Index,08/Sep/2016,iShares Ageing Population UCITS ETF,"285,702,011.69","46,500,000.00",Yes,Optimised,iShares IV plc,STOXX Global Ageing Population Index,"2,188.68",Yes,No/Yes,iShares Ageing Population UCITS ETF USD (Acc),IE00BYZK4669,08/Sep/2016,-,15.52,5.98,-8.61,4.55,30/Sep/2020,iShares Ageing Population UCITS ETF USD (Acc),IE00BYZK4669,08/Sep/2016,4.55,-2.25,0.42,-,-,3.86,30/Sep/2020,iShares Ageing Population UCITS ETF USD (Acc),IE00BYZK4669,08/Sep/2016,-7.62,27.42,1.26,-,-,16.65,30/Sep/2020,iShares Ageing Population UCITS ETF USD (Acc),IE00BYZK4669,08/Sep/2016,-,-,21.56,-12.87,20.14,31/Dec/2019,iShares Ageing Population UCITS ETF USD (Acc),14.13,1.64,0.00,"14,983.41",-,0.00,0.02,0.00,0.00,-,BBB,5.51,25.14,ESG Thematic
iShares Automation & Robotics UCITS ETF USD (Acc),IE00BYZK4552,Accumulating,RBOT,10.21,23/Oct/2020,-,23/Oct/2020,USD,"3,078.96",Y,Ireland,-,0.40,Equity,All Cap,Global,Broad,- ,Developed,"Sustainable, Thematic",Index,08/Sep/2016,iShares Automation & Robotics UCITS ETF,"3,021,174,334.60","295,951,699.00",Yes,Optimised,iShares IV plc,STOXX Global Automation & Robotics Index,"2,811.08",Yes,No/Yes,iShares Automation & Robotics UCITS ETF USD (Acc),IE00BYZK4552,08/Sep/2016,-,35.95,9.13,0.31,26.58,30/Sep/2020,iShares Automation & Robotics UCITS ETF USD (Acc),IE00BYZK4552,08/Sep/2016,26.58,12.68,11.49,-,-,17.38,30/Sep/2020,iShares Automation & Robotics UCITS ETF USD (Acc),IE00BYZK4552,08/Sep/2016,12.14,45.90,38.57,-,-,91.69,30/Sep/2020,iShares Automation & Robotics UCITS ETF USD (Acc),IE00BYZK4552,08/Sep/2016,-,-,46.78,-18.27,37.77,31/Dec/2019,iShares Automation & Robotics UCITS ETF USD (Acc),34.74,4.50,0.00,"86,342.95",-,0.00,0.02,0.00,0.00,-,BBB,5.25,27.60,ESG Thematic
iShares Edge MSCI USA Size Factor UCITS ETF USD (Acc),IE00BD1F4K20,Accumulating,IUSZ,7.37,23/Oct/2020,-,23/Oct/2020,USD,99.55,Y,Ireland,-,0.20,Equity,Mid Cap,North America,United States,- ,Developed,Smart Beta,Index,13/Oct/2016,iShares Edge MSCI USA Size Factor UCITS ETF,"99,546,452.31","13,500,000.00",Yes,Optimised,iShares IV plc,MSCI USA Mid-Cap Equal Weighted Index,"11,354.36",Yes,No/Yes,iShares Edge MSCI USA Size Factor UCITS ETF USD (Acc),IE00BD1F4K20,13/Oct/2016,-,-,14.65,0.16,3.21,30/Sep/2020,iShares Edge MSCI USA Size Factor UCITS ETF USD (Acc),IE00BD1F4K20,13/Oct/2016,3.21,1.68,5.83,-,-,8.58,30/Sep/2020,iShares Edge MSCI USA Size Factor UCITS ETF USD (Acc),IE00BD1F4K20,13/Oct/2016,-3.72,34.67,18.52,-,-,38.61,30/Sep/2020,iShares Edge MSCI USA Size Factor UCITS ETF USD (Acc),IE00BD1F4K20,13/Oct/2016,-,-,17.92,-10.07,28.57,31/Dec/2019,iShares Edge MSCI USA Size Factor UCITS ETF USD (Acc),16.65,2.26,0.00,"14,877.94",-,0.00,0.02,0.00,0.00,-,BBB,4.94,250.86,-
iShares Edge MSCI USA Value Factor UCITS ETF USD (Acc),IE00BD1F4M44,Accumulating,IUVL,6.51,23/Oct/2020,-,23/Oct/2020,USD,"1,130.73",Y,Ireland,-,0.20,Equity,Large/Mid Cap,North America,United States,- ,Developed,Smart Beta,Index,13/Oct/2016,iShares Edge MSCI USA Value Factor UCITS ETF,"1,086,973,625.23","166,867,538.00",Yes,Replicated,iShares IV plc,MSCI USA Enhanced Value Index,"1,396.64",Yes,No/Yes,iShares Edge MSCI USA Value Factor UCITS ETF USD (Acc),IE00BD1F4M44,13/Oct/2016,-,-,15.66,-4.26,-7.78,30/Sep/2020,iShares Edge MSCI USA Value Factor UCITS ETF USD (Acc),IE00BD1F4M44,13/Oct/2016,-7.78,-6.04,0.70,-,-,5.79,30/Sep/2020,iShares Edge MSCI USA Value Factor UCITS ETF USD (Acc),IE00BD1F4M44,13/Oct/2016,-16.19,18.49,2.12,-,-,24.98,30/Sep/2020,iShares Edge MSCI USA Value Factor UCITS ETF USD (Acc),IE00BD1F4M44,13/Oct/2016,-,-,21.46,-11.52,26.90,31/Dec/2019,iShares Edge MSCI USA Value Factor UCITS ETF USD (Acc),12.57,1.48,0.00,"72,956.95",-,0.00,0.02,0.00,0.00,-,BBB,5.41,171.20,-
iShares Edge MSCI USA Momentum Factor UCITS ETF USD (Acc),IE00BD1F4N50,Accumulating,IUMO,10.26,23/Oct/2020,-,23/Oct/2020,USD,836.02,Y,Ireland,-,0.20,Equity,Large/Mid Cap,North America,United States,- ,Developed,Smart Beta,Index,13/Oct/2016,iShares Edge MSCI USA Momentum Factor UCITS ETF,"822,415,990.44","80,169,165.00",Yes,Optimised,iShares IV plc,MSCI USA Momentum Index,"3,533.86",Yes,No/Yes,iShares Edge MSCI USA Momentum Factor UCITS ETF USD (Acc),IE00BD1F4N50,13/Oct/2016,-,-,25.43,1.55,24.93,30/Sep/2020,iShares Edge MSCI USA Momentum Factor UCITS ETF USD (Acc),IE00BD1F4N50,13/Oct/2016,24.93,12.64,16.75,-,-,19.48,30/Sep/2020,iShares Edge MSCI USA Momentum Factor UCITS ETF USD (Acc),IE00BD1F4N50,13/Oct/2016,18.12,38.90,59.13,-,-,102.49,30/Sep/2020,iShares Edge MSCI USA Momentum Factor UCITS ETF USD (Acc),IE00BD1F4N50,13/Oct/2016,-,-,37.16,-1.96,27.34,31/Dec/2019,iShares Edge MSCI USA Momentum Factor UCITS ETF USD (Acc),35.16,8.22,0.00,"461,109.60",-,0.00,0.04,0.00,0.00,-,A,6.70,68.27,-
iShares Edge MSCI USA Quality Factor UCITS ETF USD (Acc),IE00BD1F4L37,Accumulating,IUQA,8.55,23/Oct/2020,-,23/Oct/2020,USD,829.98,Y,Ireland,-,0.20,Equity,Large/Mid Cap,North America,United States,- ,Developed,Smart Beta,Index,13/Oct/2016,iShares Edge MSCI USA Quality Factor UCITS ETF,"676,721,112.37","79,135,593.00",Yes,Optimised,iShares IV plc,MSCI USA Sector Neutral Quality Index,"4,677.78",Yes,No/Seeking,iShares Edge MSCI USA Quality Factor UCITS ETF USD (Acc),IE00BD1F4L37,13/Oct/2016,-,-,18.70,3.75,13.96,30/Sep/2020,iShares Edge MSCI USA Quality Factor UCITS ETF USD (Acc),IE00BD1F4L37,13/Oct/2016,13.96,8.74,11.96,-,-,13.55,30/Sep/2020,iShares Edge MSCI USA Quality Factor UCITS ETF USD (Acc),IE00BD1F4L37,13/Oct/2016,3.81,28.90,40.35,-,-,65.47,30/Sep/2020,iShares Edge MSCI USA Quality Factor UCITS ETF USD (Acc),IE00BD1F4L37,13/Oct/2016,-,-,21.82,-6.15,33.65,31/Dec/2019,iShares Edge MSCI USA Quality Factor UCITS ETF USD (Acc),23.69,5.40,0.00,"328,305.27",-,0.00,0.03,0.00,0.00,-,A,6.70,130.98,-
iShares US Index Fund (IE) Inst Acc EUR,IE00BDFVDR63,Accumulating,-,14.34,22/Oct/2020,14.33,22/Oct/2020,EUR,"1,992.09",Y,Ireland,0.17,-,Equity,Large Cap,North America,United States,Institutional,Developed,-,Index,13/Dec/2016,iShares US Index Fund (IE),"68,132,047.25","4,751,662.63",-,-,BlackRock Asset Management Ireland Limited,S&P 500 Net TR Index in EUR,-,-,-,iShares US Index Fund (IE) Inst Acc EUR,IE00BDFVDR63,13/Dec/2016,-,-,19.27,10.79,6.91,30/Sep/2020,iShares US Index Fund (IE) Inst Acc EUR,IE00BDFVDR63,13/Dec/2016,6.91,8.83,12.21,-,-,9.38,30/Sep/2020,iShares US Index Fund (IE) Inst Acc EUR,IE00BDFVDR63,13/Dec/2016,1.08,23.10,41.27,-,-,40.55,30/Sep/2020,iShares US Index Fund (IE) Inst Acc EUR,IE00BDFVDR63,13/Dec/2016,-,-,4.85,-0.36,33.74,31/Dec/2019,iShares US Index Fund (IE) Inst Acc EUR,0.00,0.00,0.08,0.00,1.66,0.09,-,0.08,-,-,AA,7.54,407.71,-
iShares Edge S&P 500 Minimum Volatility UCITS ETF EUR Hedged (Acc),IE00BYX8XD24,Accumulating,SPME,6.98,23/Oct/2020,-,23/Oct/2020,EUR,"2,048.33",Y,Ireland,-,0.25,Equity,Large Cap,North America,United States,Hedged,Developed,"Currency Hedged, Smart Beta",Index,18/Nov/2016,iShares Edge S&P 500 Minimum Volatility UCITS ETF,"277,459,614.15","39,758,267.00",Yes,Optimised,iShares VI plc,S&P 500 Minimum Volatility Index,"5,268.79",Yes,No/Yes,iShares Edge S&P 500 Minimum Volatility UCITS ETF EUR Hedged (Acc),IE00BYX8XD24,18/Nov/2016,-,-,13.23,5.77,4.54,30/Sep/2020,iShares Edge S&P 500 Minimum Volatility UCITS ETF EUR Hedged (Acc),IE00BYX8XD24,18/Nov/2016,4.54,5.15,7.78,-,-,8.19,30/Sep/2020,iShares Edge S&P 500 Minimum Volatility UCITS ETF EUR Hedged (Acc),IE00BYX8XD24,18/Nov/2016,-0.91,23.93,25.20,-,-,35.51,30/Sep/2020,iShares Edge S&P 500 Minimum Volatility UCITS ETF EUR Hedged (Acc),IE00BYX8XD24,18/Nov/2016,-,-,14.47,-8.02,27.83,31/Dec/2019,iShares Edge S&P 500 Minimum Volatility UCITS ETF EUR Hedged (Acc),22.87,3.61,0.00,"239,728.62",-,0.00,0.03,0.00,0.00,-,A,6.78,323.14,-
iShares Emerging Markets Index Fund (IE) Class D Acc GBP,IE00BYWYCF69,Accumulating,-,12.14,22/Oct/2020,12.11,22/Oct/2020,GBP,"12,354.97",Y,Ireland,0.20,-,Equity,Large/Mid Cap,Global,Broad,Class D,Emerging,-,Index,11/May/2017,iShares Emerging Markets Index Fund (IE),"771,011.47","63,506.10",-,-,BlackRock Asset Management Ireland Limited,MSCI Emerging Markets Net TR in GBP (official levels),-,-,-,iShares Emerging Markets Index Fund (IE) Class D Acc GBP,IE00BYWYCF69,11/May/2017,-,-,2.01,3.52,5.28,30/Sep/2020,iShares Emerging Markets Index Fund (IE) Class D Acc GBP,IE00BYWYCF69,11/May/2017,5.28,4.40,3.60,-,-,4.75,30/Sep/2020,iShares Emerging Markets Index Fund (IE) Class D Acc GBP,IE00BYWYCF69,11/May/2017,1.14,23.95,11.18,-,-,17.01,30/Sep/2020,iShares Emerging Markets Index Fund (IE) Class D Acc GBP,IE00BYWYCF69,11/May/2017,-,-,-,-9.31,13.78,31/Dec/2019,iShares Emerging Markets Index Fund (IE) Class D Acc GBP,15.51,1.72,0.00,"177,880.67",2.56,0.00,-,0.00,-,-,BBB,4.65,274.95,-
iShares MSCI Japan SRI UCITS ETF,IE00BYX8XC17,Accumulating,SUJP,6.20,23/Oct/2020,-,23/Oct/2020,USD,393.75,Y,Ireland,-,0.20,Equity,Large/Mid Cap,Asia Pacific,Japan,- ,Developed,Sustainable,Index,06/Mar/2017,iShares MSCI Japan SRI UCITS ETF,"327,539,481.83","52,863,546.00",Yes,Replicated,iShares IV plc,MSCI Japan SRI Select Reduced Fossil Fuel Index,"2,075.88",Yes,No/Yes,iShares MSCI Japan SRI UCITS ETF,IE00BYX8XC17,06/Mar/2017,-,-,12.26,-6.37,9.15,30/Sep/2020,iShares MSCI Japan SRI UCITS ETF,IE00BYX8XC17,06/Mar/2017,9.15,1.10,4.69,-,-,6.17,30/Sep/2020,iShares MSCI Japan SRI UCITS ETF,IE00BYX8XC17,06/Mar/2017,-1.10,14.23,14.73,-,-,23.89,30/Sep/2020,iShares MSCI Japan SRI UCITS ETF,IE00BYX8XC17,06/Mar/2017,-,-,-,-13.65,23.65,31/Dec/2019,iShares MSCI Japan SRI UCITS ETF,15.83,1.38,0.00,"34,677.26",-,0.00,0.10,0.00,0.00,-,AAA,9.01,49.48,ESG Broad
iShares Green Bond Index Fd D EUR Acc,IE00BD0DT578,Accumulating,-,11.31,22/Oct/2020,11.31,22/Oct/2020,EUR,"2,107.96",Y,Ireland,0.22,-,Fixed Income,Multi Sectors,Global,Broad,Class D Hedged,Developed,Sustainable,Index,16/Mar/2017,iShares Green Bond Index Fund (IE),"620,515,257.93","54,863,975.02",-,-,BlackRock Asset Management Ireland Limited,BBG Barc Global Green Bond Index,-,-,-,iShares Green Bond Index Fd D EUR Acc,IE00BD0DT578,16/Mar/2017,-,-,-1.09,9.34,1.97,30/Sep/2020,iShares Green Bond Index Fd D EUR Acc,IE00BD0DT578,16/Mar/2017,1.97,5.59,3.32,-,-,3.46,30/Sep/2020,iShares Green Bond Index Fd D EUR Acc,IE00BD0DT578,16/Mar/2017,3.95,5.30,10.29,-,-,12.81,30/Sep/2020,iShares Green Bond Index Fd D EUR Acc,IE00BD0DT578,16/Mar/2017,-,-,-,-0.79,6.61,31/Dec/2019,iShares Green Bond Index Fd D EUR Acc,9.64,0.77,8.03,0.00,1.47,9.08,-,8.08,-,-,A,6.75,443.30,Impact
iShares Green Bond Index Fd Inst EUR Acc,IE00BD0DT792,Accumulating,-,11.24,22/Oct/2020,11.24,22/Oct/2020,EUR,"2,107.96",Y,Ireland,0.23,-,Fixed Income,Multi Sectors,Global,Broad,Class Institutional Hedged,Developed,Sustainable,Index,16/Mar/2017,iShares Green Bond Index Fund (IE),"60,416,092.69","5,377,129.39",-,-,BlackRock Asset Management Ireland Limited,BBG Barc Global Green Bond Index,-,-,-,iShares Green Bond Index Fd Inst EUR Acc,IE00BD0DT792,16/Mar/2017,-,-,-1.09,9.31,1.96,30/Sep/2020,iShares Green Bond Index Fd Inst EUR Acc,IE00BD0DT792,16/Mar/2017,1.96,5.57,3.30,-,-,3.27,30/Sep/2020,iShares Green Bond Index Fd Inst EUR Acc,IE00BD0DT792,16/Mar/2017,3.95,5.30,10.23,-,-,12.07,30/Sep/2020,iShares Green Bond Index Fd Inst EUR Acc,IE00BD0DT792,16/Mar/2017,-,-,-,-0.81,6.58,31/Dec/2019,iShares Green Bond Index Fd Inst EUR Acc,9.64,0.77,8.03,0.00,1.47,9.08,-,8.08,-,-,A,6.75,443.30,Impact
iShares OMX Stockholm Capped UCITS ETF,IE00BD3RYZ16,Accumulating,OMXSX,58.20,23/Oct/2020,-,23/Oct/2020,SEK,"4,132.04",Y,Ireland,-,0.10,Equity,Large/Mid Cap,Europe,Sweden,- ,Developed,-,Index,14/Dec/2016,iShares OMX Stockholm Capped UCITS ETF,"4,132,035,369.79","71,000,000.00",Yes,Replicated,iShares IV plc,OMX Stockholm Benchmark Cap™,"1,485.16",Yes,No/Yes,iShares OMX Stockholm Capped UCITS ETF,IE00BD3RYZ16,14/Dec/2016,-,-,8.43,3.80,16.47,30/Sep/2020,iShares OMX Stockholm Capped UCITS ETF,IE00BD3RYZ16,14/Dec/2016,16.47,9.95,9.44,-,-,10.61,30/Sep/2020,iShares OMX Stockholm Capped UCITS ETF,IE00BD3RYZ16,14/Dec/2016,7.33,28.29,31.09,-,-,46.60,30/Sep/2020,iShares OMX Stockholm Capped UCITS ETF,IE00BD3RYZ16,14/Dec/2016,-,-,9.93,-4.66,31.18,31/Dec/2019,iShares OMX Stockholm Capped UCITS ETF,14.21,2.30,0.00,"232,477.16",-,0.00,0.00,0.00,0.00,-,AA,8.52,42.57,-
iShares Core S&P 500 UCITS ETF GBP Hedged (Dist),IE00BD8KRH84,Distributing,GSPX,6.10,23/Oct/2020,-,23/Oct/2020,GBP,"39,622.81",Y,Ireland,-,0.10,Equity,Large Cap,North America,United States,Hedged,Developed,"CORE, Currency Hedged",Index,03/Jul/2018,iShares Core S&P 500 UCITS ETF,"1,262,969,260.50","206,929,291.00",Yes,Physical Replication,iShares VII plc,S&P 500,"6,292.49",Yes,No/Yes,iShares Core S&P 500 UCITS ETF GBP Hedged (Dist),IE00BD8KRH84,03/Jul/2018,-,-,-,1.59,12.19,30/Sep/2020,iShares Core S&P 500 UCITS ETF GBP Hedged (Dist),IE00BD8KRH84,03/Jul/2018,12.19,6.76,-,-,-,9.32,30/Sep/2020,iShares Core S&P 500 UCITS ETF GBP Hedged (Dist),IE00BD8KRH84,03/Jul/2018,3.49,30.18,-,-,-,22.24,30/Sep/2020,iShares Core S&P 500 UCITS ETF GBP Hedged (Dist),IE00BD8KRH84,03/Jul/2018,-,-,-,-,28.30,31/Dec/2019,iShares Core S&P 500 UCITS ETF GBP Hedged (Dist),23.01,3.58,0.00,"456,352.97",1.41,0.00,0.03,0.00,0.00,-,A,6.66,154.84,-
iShares 100 UK Equity Index Fund (UK) Class L Inc,GB00BYW2JY82,Distributing,-,0.82,23/Oct/2020,0.81,23/Oct/2020,GBP,"1,296.42",Y,United Kingdom,0.21,-,Equity,Large Cap,Europe,United Kingdom,Class L,Developed,-,Index,03/Feb/2017,iShares 100 UK Equity Index Fund (UK),81.67,100.00,-,-,BlackRock Fund Managers Ltd,FTSE Custom 100 Net Midday Index,-,-,-,iShares 100 UK Equity Index Fund (UK) Class L Inc,GB00BYW2JY82,03/Feb/2017,-,-,5.76,3.14,-17.81,30/Sep/2020,iShares 100 UK Equity Index Fund (UK) Class L Inc,GB00BYW2JY82,03/Feb/2017,-17.81,-7.93,-3.58,-,-,-1.37,30/Sep/2020,iShares 100 UK Equity Index Fund (UK) Class L Inc,GB00BYW2JY82,03/Feb/2017,-19.91,6.46,-10.35,-,-,-4.94,30/Sep/2020,iShares 100 UK Equity Index Fund (UK) Class L Inc,GB00BYW2JY82,03/Feb/2017,-,-,-,-8.40,17.29,31/Dec/2019,iShares 100 UK Equity Index Fund (UK) Class L Inc,15.33,1.40,0.00,"43,901.43",0.87,0.00,-,0.00,-,-,AA,7.61,127.10,-
iShares Mid Cap UK Equity Index Fund (UK) Class L Inc,GB00BYW2K127,Distributing,-,0.99,23/Oct/2020,0.98,23/Oct/2020,GBP,608.64,Y,United Kingdom,0.21,-,Equity,Mid Cap,Europe,United Kingdom,Class L,Developed,-,Index,03/Feb/2017,iShares Mid Cap UK Equity Index Fund (UK),98.67,100.00,-,-,BlackRock Fund Managers Ltd,FTSE Custom 250 Net Midday Index,-,-,-,iShares Mid Cap UK Equity Index Fund (UK) Class L Inc,GB00BYW2K127,03/Feb/2017,-,-,5.00,0.74,-12.37,30/Sep/2020,iShares Mid Cap UK Equity Index Fund (UK) Class L Inc,GB00BYW2K127,03/Feb/2017,-12.37,-6.04,-2.50,-,-,0.52,30/Sep/2020,iShares Mid Cap UK Equity Index Fund (UK) Class L Inc,GB00BYW2K127,03/Feb/2017,-20.77,16.14,-7.31,-,-,1.92,30/Sep/2020,iShares Mid Cap UK Equity Index Fund (UK) Class L Inc,GB00BYW2K127,03/Feb/2017,-,-,-,-13.44,28.79,31/Dec/2019,iShares Mid Cap UK Equity Index Fund (UK) Class L Inc,13.21,1.40,0.00,"1,931.02",6.32,0.00,-,0.00,-,-,AA,7.98,93.00,-
iShares UK Equity Index Fund (UK) Class L Inc,GB00BYW2K341,Distributing,-,0.85,23/Oct/2020,0.84,23/Oct/2020,GBP,"10,330.33",Y,United Kingdom,0.21,-,Equity,All Cap,Europe,United Kingdom,Class L,Developed,-,Index,03/Feb/2017,iShares UK Equity Index Fund (UK),"3,605.93","4,243.65",-,-,BlackRock Fund Managers Ltd,FTSE Custom All Share Net Of Tax Mid Day,-,-,-,iShares UK Equity Index Fund (UK) Class L Inc,GB00BYW2K341,03/Feb/2017,-,-,6.04,2.45,-16.62,30/Sep/2020,iShares UK Equity Index Fund (UK) Class L Inc,GB00BYW2K341,03/Feb/2017,-16.62,-7.58,-3.24,-,-,-0.94,30/Sep/2020,iShares UK Equity Index Fund (UK) Class L Inc,GB00BYW2K341,03/Feb/2017,-20.02,8.77,-9.42,-,-,-3.38,30/Sep/2020,iShares UK Equity Index Fund (UK) Class L Inc,GB00BYW2K341,03/Feb/2017,-,-,-,-8.89,19.00,31/Dec/2019,iShares UK Equity Index Fund (UK) Class L Inc,14.88,1.38,0.00,"35,103.00",5.96,0.01,-,0.00,-,-,AA,7.68,121.19,-
iShares Europe ex-UK Index Fund (IE) Class D Dist EUR,IE00BDR08N26,Distributing,-,10.16,22/Oct/2020,10.15,22/Oct/2020,EUR,"3,172.24",Y,Ireland,0.10,-,Equity,Large/Mid Cap,Europe,Broad,Class D,Developed,-,Index,17/Mar/2017,iShares Europe ex-UK Index Fund (IE),"440,768,555.34","43,394,955.62",-,-,BlackRock Asset Management Ireland Limited,MSCI Europe ex UK Net Return Index,-,-,-,iShares Europe ex-UK Index Fund (IE) Class D Dist EUR,IE00BDR08N26,17/Mar/2017,-,-,0.78,7.21,-2.71,30/Sep/2020,iShares Europe ex-UK Index Fund (IE) Class D Dist EUR,IE00BDR08N26,17/Mar/2017,-2.71,2.13,1.68,-,-,3.26,30/Sep/2020,iShares Europe ex-UK Index Fund (IE) Class D Dist EUR,IE00BDR08N26,17/Mar/2017,-7.71,16.78,5.12,-,-,12.01,30/Sep/2020,iShares Europe ex-UK Index Fund (IE) Class D Dist EUR,IE00BDR08N26,17/Mar/2017,-,-,-,-10.34,27.75,31/Dec/2019,iShares Europe ex-UK Index Fund (IE) Class D Dist EUR,16.45,1.77,0.00,"70,684.79",3.60,0.00,-,0.00,-,-,AA,7.99,146.13,-
